nucl;atom;AMBER;CHARMM;my_own;VDW R AMBER;VDW DEPTH AMBER;VDW R Charmm;VDW DEPTH Charmm;my_own
6IA;C63;-0.332188;;;1.908;0.086;;;
6IA;C64;0.168429;;;1.908;0.086;;;
6IA;C41;-0.288968;;;1.908;0.1094;;;
6IA;H11;0.084389;;;1.487;0.0157;;;
6IA;H12;0.084389;;;1.487;0.0157;;;
6IA;H13;0.084389;;;1.487;0.0157;;;
6IA;C65;-0.133694;;;1.908;0.1094;;;
6IA;H51;0.048616;;;1.487;0.0157;;;
6IA;H52;0.048616;;;1.487;0.0157;;;
6IA;H53;0.048616;;;1.487;0.0157;;;
6IA;H63;0.146339;;;1.459;0.015;;;
6IA;H21;0.109039;;;1.387;0.0157;;;
6IA;H22;0.109039;;;1.387;0.0157;;;
6IA;N1;-0.743999;;;1.824;0.17;;;
6IA;C2;0.592257;;;1.908;0.086;;;
6IA;N3;-0.753189;;;1.824;0.17;;;
6IA;C4;0.501622;;;1.908;0.086;;;
6IA;H2;0.05138;;;1.359;0.015;;;
6IA;H8;0.16174;;;1.359;0.015;;;
6MA;P;1.087832;;;2.1;0.2;;;
6MA;O1P;-0.76666;;;1.6612;0.21;;;
6MA;O2P;-0.76666;;;1.6612;0.21;;;
6MA;'O2''';-0.591348;;;1.721;0.2104;;;
6MA;'HO''2';0.410145;;;0;0;;;
6MA;N9;-0.077943;;;1.824;0.17;;;
6MA;C8;0.138786;;;1.908;0.086;;;
6MA;N7;-0.590447;;;1.824;0.17;;;
6MA;C5;0.035792;;;1.908;0.086;;;
6MA;C6;0.449461;;;1.908;0.086;;;
6MA;N6;-0.305881;;;1.824;0.17;;;
6MA;H61;0.289829;;;0.6;0.0157;;;
6MA;C61;-0.288615;;;1.908;0.1094;;;
6MA;H11;0.126312;;;1.387;0.0157;;;
6MA;H12;0.126312;;;1.387;0.0157;;;
6MA;H13;0.126312;;;1.387;0.0157;;;
6MA;N1;-0.675618;;;1.824;0.17;;;
6MA;C2;0.551669;;;1.908;0.086;;;
6MA;N3;-0.734624;;;1.824;0.17;;;
6MA;C4;0.487581;;;1.908;0.086;;;
6MA;H2;0.055736;;;1.359;0.015;;;
6MA;H8;0.167159;;;1.359;0.015;;;
6TA;P;1.087832;;;2.1;0.2;;;
6TA;O1P;-0.76666;;;1.6612;0.21;;;
6TA;O2P;-0.76666;;;1.6612;0.21;;;
6TA;'O2''';-0.591348;;;1.721;0.2104;;;
6TA;'HO''2';0.410145;;;0;0;;;
6TA;N9;-0.048529;;;1.824;0.17;;;
6TA;C8;0.119723;;;1.908;0.086;;;
6TA;N7;-0.557729;;;1.824;0.17;;;
6TA;C5;0.115319;;;1.908;0.086;;;
6TA;C6;0.221289;;;1.908;0.086;;;
6TA;N6;-0.214818;;;1.824;0.17;;;
6TA;H61;0.28572;;;0.6;0.0157;;;
6TA;C62;0.375781;;;1.908;0.086;;;
6TA;O62;-0.548913;;;1.6612;0.21;;;
6TA;N63;-0.11722;;;1.824;0.17;;;
6TA;C64;0.119112;;;1.908;0.1094;;;
6TA;C41;0.718985;;;1.908;0.086;;;
6TA;O11;-0.676861;;;1.721;0.2104;;;
6TA;H11;0.462571;;;0;0;;;
6TA;O12;-0.550888;;;1.6612;0.21;;;
6TA;C65;0.089973;;;1.908;0.1094;;;
6TA;O51;-0.661649;;;1.721;0.2104;;;
6TA;H51;0.453067;;;0;0;;;
6TA;C67;-0.144621;;;1.908;0.1094;;;
6TA;H71;0.041201;;;1.487;0.0157;;;
6TA;H72;0.041201;;;1.487;0.0157;;;
6TA;H73;0.041201;;;1.487;0.0157;;;
6TA;H65;0.075594;;;1.387;0.0157;;;
6TA;H64;0.082519;;;1.387;0.0157;;;
6TA;H63;0.130091;;;0.6;0.0157;;;
6TA;N1;-0.439111;;;1.824;0.17;;;
6TA;C2;0.426667;;;1.908;0.086;;;
6TA;N3;-0.66117;;;1.824;0.17;;;
6TA;C4;0.453987;;;1.908;0.086;;;
6TA;H2;0.077557;;;1.359;0.015;;;
6TA;H8;0.171772;;;1.359;0.015;;;
7MG;P;1.087832;;;2.1;0.2;;;
7MG;O1P;-0.76666;;;1.6612;0.21;;;
7MG;O2P;-0.76666;;;1.6612;0.21;;;
7MG;'O2''';-0.591348;;;1.721;0.2104;;;
7MG;'HO''2';0.410145;;;0;0;;;
7MG;N9;0.216109;;;1.824;0.17;;;
7MG;C8;-0.044639;;;1.908;0.086;;;
7MG;N7;-0.020502;;;1.824;0.17;;;
7MG;C5;0.007929;;;1.908;0.086;;;
7MG;C6;0.483801;;;1.908;0.086;;;
7MG;O6;-0.489966;;;1.6612;0.21;;;
7MG;N1;-0.401986;;;1.824;0.17;;;
7MG;C2;0.661707;;;1.908;0.086;;;
7MG;N2;-0.887071;;;1.824;0.17;;;
7MG;H21;0.444174;;;0.6;0.0157;;;
7MG;H22;0.444174;;;0.6;0.0157;;;
7MG;N3;-0.550402;;;1.824;0.17;;;
7MG;C4;0.171507;;;1.908;0.086;;;
7MG;H1;0.350849;;;0.6;0.0157;;;
7MG;C71;-0.17232;;;1.908;0.1094;;;
7MG;H11;0.139922;;;1.387;0.0157;;;
7MG;H12;0.139922;;;1.387;0.0157;;;
7MG;H13;0.139922;;;1.387;0.0157;;;
7MG;H8;0.24869;;;1.359;0.015;;;
BCU;P;1.087832;;;2.1;0.2;;;
BCU;O1P;-0.76666;;;1.6612;0.21;;;
BCU;O2P;-0.76666;;;1.6612;0.21;;;
BCU;'O2''';-0.591348;;;1.721;0.2104;;;
BCU;'HO''2';0.410145;;;0;0;;;
BCU;N1;0.052173;;;1.824;0.17;;;
BCU;C2;0.563477;;;1.908;0.086;;;
BCU;O2;-0.559079;;;1.6612;0.21;;;
BCU;N3;-0.451489;;;1.824;0.17;;;
BCU;C4;0.560994;;;1.908;0.086;;;
BCU;O4;-0.561345;;;1.6612;0.21;;;
BCU;C5;-0.067341;;;1.908;0.086;;;
BCU;C6;-0.242564;;;1.908;0.086;;;
BCU;H6;0.238357;;;1.409;0.015;;;
BCU;C51;-0.19338;;;1.908;0.1094;;;
BCU;H11;0.090042;;;1.487;0.0157;;;
BCU;H12;0.090042;;;1.487;0.0157;;;
BCU;C52;0.758613;;;1.908;0.086;;;
BCU;N53;-0.953385;;;1.824;0.17;;;
BCU;H31;0.41367;;;0.6;0.0157;;;
BCU;H32;0.41367;;;0.6;0.0157;;;
BCU;O52;-0.610391;;;1.6612;0.21;;;
BCU;H3;0.339755;;;0.6;0.0157;;;
BUG;P;1.087832;;;2.1;0.2;;;
BUG;O1P;-0.76666;;;1.6612;0.21;;;
BUG;O2P;-0.76666;;;1.6612;0.21;;;
BUG;'O2''';-0.591348;;;1.721;0.2104;;;
BUG;'HO''2';0.410145;;;0;0;;;
BUG;N9;0.00091;;;1.824;0.17;;;
BUG;C8;0.092166;;;1.908;0.086;;;
BUG;N7;-0.507919;;;1.824;0.17;;;
BUG;C5;0.120474;;;1.908;0.086;;;
BUG;C6;0.478288;;;1.908;0.086;;;
BUG;O6;-0.484268;;;1.6612;0.21;;;
BUG;N1;-0.002978;;;1.824;0.17;;;
BUG;C2;0.166784;;;1.908;0.086;;;
BUG;N2;-0.480066;;;1.824;0.17;;;
BUG;C23;0.230345;;;1.908;0.086;;;
BUG;C24;-0.297012;;;1.908;0.1094;;;
BUG;H41;0.090702;;;1.487;0.0157;;;
BUG;H42;0.090702;;;1.487;0.0157;;;
BUG;H43;0.090702;;;1.487;0.0157;;;
BUG;C15;-0.100408;;;1.908;0.086;;;
BUG;C16;-0.051638;;;1.908;0.1094;;;
BUG;C17;0.068592;;;1.908;0.1094;;;
BUG;C18;0.230429;;;1.908;0.1094;;;
BUG;C19;0.688305;;;1.908;0.086;;;
BUG;O91;-0.737256;;;1.6612;0.21;;;
BUG;O92;-0.764907;;;1.6612;0.21;;;
BUG;N82;-1.018039;;;1.824;0.17;;;
BUG;H21;0.358439;;;0.6;0.0157;;;
BUG;H22;0.358439;;;0.6;0.0157;;;
BUG;H18;0.049603;;;1.387;0.0157;;;
BUG;H17;0.099579;;;1.387;0.0157;;;
BUG;O71;-0.633633;;;1.721;0.2104;;;
BUG;H71;0.384706;;;0;0;;;
BUG;H61;0.05449;;;1.487;0.0157;;;
BUG;H62;0.05449;;;1.487;0.0157;;;
BUG;N3;-0.032138;;;1.824;0.17;;;
BUG;C4;-0.013267;;;1.908;0.086;;;
BUG;C31;0.010046;;;1.908;0.1094;;;
BUG;H11;0.047512;;;1.387;0.0157;;;
BUG;H12;0.047512;;;1.387;0.0157;;;
BUG;H13;0.047512;;;1.387;0.0157;;;
BUG;H8;0.148066;;;1.359;0.015;;;
CMU;P;1.087832;;;2.1;0.2;;;
CMU;O1P;-0.76666;;;1.6612;0.21;;;
CMU;O2P;-0.76666;;;1.6612;0.21;;;
CMU;'O2''';-0.591348;;;1.721;0.2104;;;
CMU;'HO''2';0.410145;;;0;0;;;
CMU;N1;0.042637;;;1.824;0.17;;;
CMU;C2;0.518899;;;1.908;0.086;;;
CMU;O2;-0.552915;;;1.6612;0.21;;;
CMU;N3;-0.427966;;;1.824;0.17;;;
CMU;C4;0.485924;;;1.908;0.086;;;
CMU;O4;-0.549549;;;1.6612;0.21;;;
CMU;C5;-0.014178;;;1.908;0.086;;;
CMU;C6;-0.190634;;;1.908;0.086;;;
CMU;H6;0.212319;;;1.409;0.015;;;
CMU;C51;0.149934;;;1.908;0.1094;;;
CMU;H51;0.096152;;;1.387;0.0157;;;
CMU;C52;0.681953;;;1.908;0.086;;;
CMU;O52;-0.553234;;;1.6612;0.21;;;
CMU;O53;-0.376504;;;1.6837;0.17;;;
CMU;C54;-0.045537;;;1.908;0.1094;;;
CMU;H41;0.098277;;;1.387;0.0157;;;
CMU;H42;0.098277;;;1.387;0.0157;;;
CMU;H43;0.098277;;;1.387;0.0157;;;
CMU;O11;-0.646941;;;1.721;0.2104;;;
CMU;H11;0.410005;;;0;0;;;
CMU;H3;0.346625;;;0.6;0.0157;;;
DAG;P;1.087832;;;2.1;0.2;;;
DAG;O1P;-0.76666;;;1.6612;0.21;;;
DAG;O2P;-0.76666;;;1.6612;0.21;;;
DAG;'O2''';-0.591348;;;1.721;0.2104;;;
DAG;'HO''2';0.410145;;;0;0;;;
DAG;N9;0.016722;;;1.824;0.17;;;
DAG;C8;-0.216869;;;1.908;0.086;;;
DAG;C7;-0.118491;;;1.908;0.086;;;
DAG;C5;-0.1639;;;1.908;0.086;;;
DAG;C6;0.537069;;;1.908;0.086;;;
DAG;O6;-0.593174;;;1.6612;0.21;;;
DAG;N1;-0.410935;;;1.824;0.17;;;
DAG;C2;0.619542;;;1.908;0.086;;;
DAG;N2;-0.874822;;;1.824;0.17;;;
DAG;H21;0.384445;;;0.6;0.0157;;;
DAG;H22;0.384445;;;0.6;0.0157;;;
DAG;N3;-0.532573;;;1.824;0.17;;;
DAG;C4;0.23563;;;1.908;0.086;;;
DAG;H1;0.325042;;;0.6;0.0157;;;
DAG;C71;0.269875;;;1.908;0.1094;;;
DAG;N73;-0.975373;;;1.824;0.17;;;
DAG;H31;0.36496;;;0.6;0.0157;;;
DAG;H32;0.36496;;;0.6;0.0157;;;
DAG;H11;0.042976;;;1.387;0.0157;;;
DAG;H12;0.042976;;;1.387;0.0157;;;
DAG;H8;0.179315;;;1.409;0.015;;;
DCG;P;1.087832;;;2.1;0.2;;;
DCG;O1P;-0.76666;;;1.6612;0.21;;;
DCG;O2P;-0.76666;;;1.6612;0.21;;;
DCG;'O2''';-0.591348;;;1.721;0.2104;;;
DCG;'HO''2';0.410145;;;0;0;;;
DCG;N9;0.088253;;;1.824;0.17;;;
DCG;C8;-0.236089;;;1.908;0.086;;;
DCG;C7;-0.280567;;;1.908;0.086;;;
DCG;C5;-0.075266;;;1.908;0.086;;;
DCG;C6;0.540287;;;1.908;0.086;;;
DCG;O6;-0.532924;;;1.6612;0.21;;;
DCG;N1;-0.504787;;;1.824;0.17;;;
DCG;C2;0.718758;;;1.908;0.086;;;
DCG;N2;-0.884087;;;1.824;0.17;;;
DCG;H21;0.393827;;;0.6;0.0157;;;
DCG;H22;0.393827;;;0.6;0.0157;;;
DCG;N3;-0.631824;;;1.824;0.17;;;
DCG;C4;0.312357;;;1.908;0.086;;;
DCG;H1;0.347737;;;0.6;0.0157;;;
DCG;C71;0.513745;;;1.908;0.086;;;
DCG;N71;-0.512789;;;1.824;0.17;;;
DCG;H8;0.231363;;;1.409;0.015;;;
DHU;P;1.087832;;;2.1;0.2;;;
DHU;O1P;-0.76666;;;1.6612;0.21;;;
DHU;O2P;-0.76666;;;1.6612;0.21;;;
DHU;'O2''';-0.591348;;;1.721;0.2104;;;
DHU;'HO''2';0.410145;;;0;0;;;
DHU;N1;-0.210222;;;1.824;0.17;;;
DHU;C2;0.621331;;;1.908;0.086;;;
DHU;O2;-0.571204;;;1.6612;0.21;;;
DHU;N3;-0.482541;;;1.824;0.17;;;
DHU;C4;0.594313;;;1.908;0.086;;;
DHU;O4;-0.556567;;;1.6612;0.21;;;
DHU;C5;-0.086868;;;1.908;0.1094;;;
DHU;C6;-0.011925;;;1.908;0.1094;;;
DHU;H61;0.065451;;;1.387;0.0157;;;
DHU;H62;0.065451;;;1.387;0.0157;;;
DHU;H51;0.063272;;;1.487;0.0157;;;
DHU;H52;0.063272;;;1.487;0.0157;;;
DHU;H3;0.32805;;;0.6;0.0157;;;
DMA;P;1.087832;;;2.1;0.2;;;
DMA;O1P;-0.76666;;;1.6612;0.21;;;
DMA;O2P;-0.76666;;;1.6612;0.21;;;
DMA;'O2''';-0.591348;;;1.721;0.2104;;;
DMA;'HO''2';0.410145;;;0;0;;;
DMA;N9;-0.028847;;;1.824;0.17;;;
DMA;C8;0.050984;;;1.908;0.086;;;
DMA;N7;-0.513604;;;1.824;0.17;;;
DMA;C5;0.071999;;;1.908;0.086;;;
DMA;C6;0.397382;;;1.908;0.086;;;
DMA;N6;-0.031626;;;1.824;0.17;;;
DMA;C61;-0.19594;;;1.908;0.1094;;;
DMA;H11;0.087424;;;1.387;0.0157;;;
DMA;H12;0.087424;;;1.387;0.0157;;;
DMA;H13;0.087424;;;1.387;0.0157;;;
DMA;C62;-0.217589;;;1.908;0.1094;;;
DMA;H21;0.09666;;;1.387;0.0157;;;
DMA;H22;0.09666;;;1.387;0.0157;;;
DMA;H23;0.09666;;;1.387;0.0157;;;
DMA;N1;-0.700431;;;1.824;0.17;;;
DMA;C2;0.554316;;;1.908;0.086;;;
DMA;N3;-0.727413;;;1.824;0.17;;;
DMA;C4;0.437694;;;1.908;0.086;;;
DMA;H2;0.057458;;;1.359;0.015;;;
DMA;H8;0.175186;;;1.359;0.015;;;
DMG;P;1.087832;;;2.1;0.2;;;
DMG;O1P;-0.76666;;;1.6612;0.21;;;
DMG;O2P;-0.76666;;;1.6612;0.21;;;
DMG;'O2''';-0.591348;;;1.721;0.2104;;;
DMG;'HO''2';0.410145;;;0;0;;;
DMG;N9;-0.004069;;;1.824;0.17;;;
DMG;C8;0.084773;;;1.908;0.086;;;
DMG;N7;-0.566254;;;1.824;0.17;;;
DMG;C5;0.247723;;;1.908;0.086;;;
DMG;C6;0.444786;;;1.908;0.086;;;
DMG;O6;-0.540619;;;1.6612;0.21;;;
DMG;N1;-0.365365;;;1.824;0.17;;;
DMG;C2;0.344371;;;1.908;0.086;;;
DMG;N2;-0.099941;;;1.824;0.17;;;
DMG;C21;-0.236549;;;1.908;0.1094;;;
DMG;H11;0.111459;;;1.387;0.0157;;;
DMG;H12;0.111459;;;1.387;0.0157;;;
DMG;H13;0.111459;;;1.387;0.0157;;;
DMG;C23;-0.1835;;;1.908;0.1094;;;
DMG;H31;0.096554;;;1.387;0.0157;;;
DMG;H32;0.096554;;;1.387;0.0157;;;
DMG;H33;0.096554;;;1.387;0.0157;;;
DMG;N3;-0.468239;;;1.824;0.17;;;
DMG;C4;0.128646;;;1.908;0.086;;;
DMG;H1;0.306056;;;0.6;0.0157;;;
DMG;H8;0.165963;;;1.359;0.015;;;
DMU;P;1.087832;;;2.1;0.2;;;
DMU;O1P;-0.76666;;;1.6612;0.21;;;
DMU;O2P;-0.76666;;;1.6612;0.21;;;
DMU;'O2''';-0.591348;;;1.721;0.2104;;;
DMU;'HO''2';0.410145;;;0;0;;;
DMU;N1;-0.213004;;;1.824;0.17;;;
DMU;C2;0.612172;;;1.908;0.086;;;
DMU;O2;-0.563707;;;1.6612;0.21;;;
DMU;N3;-0.500258;;;1.824;0.17;;;
DMU;C4;0.563165;;;1.908;0.086;;;
DMU;O4;-0.542945;;;1.6612;0.21;;;
DMU;C5;0.104147;;;1.908;0.1094;;;
DMU;C6;-0.062059;;;1.908;0.1094;;;
DMU;H61;0.069434;;;1.387;0.0157;;;
DMU;H62;0.069434;;;1.387;0.0157;;;
DMU;H5;0.030248;;;1.487;0.0157;;;
DMU;C51;-0.178892;;;1.908;0.1094;;;
DMU;H11;0.053647;;;1.487;0.0157;;;
DMU;H12;0.053647;;;1.487;0.0157;;;
DMU;H13;0.053647;;;1.487;0.0157;;;
DMU;H3;0.333226;;;0.6;0.0157;;;
DWG;P;1.087832;;;2.1;0.2;;;
DWG;O1P;-0.76666;;;1.6612;0.21;;;
DWG;O2P;-0.76666;;;1.6612;0.21;;;
DWG;'O2''';-0.591348;;;1.721;0.2104;;;
DWG;'HO''2';0.410145;;;0;0;;;
DWG;N9;0.036459;;;1.824;0.17;;;
DWG;C8;0.101425;;;1.908;0.086;;;
DWG;N7;-0.508935;;;1.824;0.17;;;
DWG;C5;0.110392;;;1.908;0.086;;;
DWG;C6;0.503337;;;1.908;0.086;;;
DWG;O6;-0.511207;;;1.6612;0.21;;;
DWG;N1;0.082409;;;1.824;0.17;;;
DWG;C2;0.35453;;;1.908;0.086;;;
DWG;N2;-0.640971;;;1.824;0.17;;;
DWG;C23;0.373069;;;1.908;0.086;;;
DWG;C24;-0.499104;;;1.908;0.1094;;;
DWG;H41;0.037548;;;1.487;0.0157;;;
DWG;H42;0.037548;;;1.487;0.0157;;;
DWG;H43;0.037548;;;1.487;0.0157;;;
DWG;C11;-0.078967;;;1.908;0.086;;;
DWG;H11;0.243378;;;1.409;0.015;;;
DWG;N3;-0.343672;;;1.824;0.17;;;
DWG;C4;0.021643;;;1.908;0.086;;;
DWG;H3;0.358882;;;0.6;0.0157;;;
DWG;H8;0.166508;;;1.359;0.015;;;
EQG;P;1.087832;;;2.1;0.2;;;
EQG;O1P;-0.76666;;;1.6612;0.21;;;
EQG;O2P;-0.76666;;;1.6612;0.21;;;
EQG;'O2''';-0.591348;;;1.721;0.2104;;;
EQG;'HO''2';0.410145;;;0;0;;;
EQG;N9;0.09085;;;1.824;0.17;;;
EQG;C8;-0.288941;;;1.908;0.086;;;
EQG;C7;-0.102809;;;1.908;0.086;;;
EQG;C5;-0.142154;;;1.908;0.086;;;
EQG;C6;0.563277;;;1.908;0.086;;;
EQG;O6;-0.597077;;;1.6612;0.21;;;
EQG;N1;-0.429959;;;1.824;0.17;;;
EQG;C2;0.612312;;;1.908;0.086;;;
EQG;N2;-0.876018;;;1.824;0.17;;;
EQG;H21;0.388023;;;0.6;0.0157;;;
EQG;H22;0.388023;;;0.6;0.0157;;;
EQG;N3;-0.510761;;;1.824;0.17;;;
EQG;C4;0.171543;;;1.908;0.086;;;
EQG;H1;0.332216;;;0.6;0.0157;;;
EQG;C71;0.098843;;;1.908;0.1094;;;
EQG;N73;-0.676195;;;1.824;0.17;;;
EQG;C74;-0.006741;;;1.908;0.1094;;;
EQG;C75;0.327245;;;1.908;0.1094;;;
EQG;O51;-0.693114;;;1.721;0.2104;;;
EQG;H51;0.455625;;;0;0;;;
EQG;C76;0.168798;;;1.908;0.1094;;;
EQG;O61;-0.705015;;;1.721;0.2104;;;
EQG;H61;0.45312;;;0;0;;;
EQG;C78;0.072359;;;1.908;0.1094;;;
EQG;C79;0.181956;;;1.908;0.1094;;;
EQG;H79;0.05414;;;1.387;0.0157;;;
EQG;O89;-0.398967;;;1.6837;0.17;;;
EQG;H78;0.076231;;;1.387;0.0157;;;
EQG;H76;0.039752;;;1.387;0.0157;;;
EQG;H75;-0.008496;;;1.387;0.0157;;;
EQG;H74;0.106781;;;1.387;0.0157;;;
EQG;H73;0.3856;;;0.6;0.0157;;;
EQG;H11;0.091863;;;1.387;0.0157;;;
EQG;H12;0.091863;;;1.387;0.0157;;;
EQG;H8;0.167522;;;1.409;0.015;;;
ESU;P;1.087832;;;2.1;0.2;;;
ESU;O1P;-0.76666;;;1.6612;0.21;;;
ESU;O2P;-0.76666;;;1.6612;0.21;;;
ESU;'O2''';-0.591348;;;1.721;0.2104;;;
ESU;'HO''2';0.410145;;;0;0;;;
ESU;N1;0.223449;;;1.824;0.17;;;
ESU;C2;-0.0332;;;1.908;0.086;;;
ESU;N3;-0.109627;;;1.824;0.17;;;
ESU;C4;0.554666;;;1.908;0.086;;;
ESU;O4;-0.536839;;;1.6612;0.21;;;
ESU;C5;-0.125144;;;1.908;0.086;;;
ESU;C6;-0.204214;;;1.908;0.086;;;
ESU;H6;0.203645;;;1.409;0.015;;;
ESU;C51;-0.004298;;;1.908;0.1094;;;
ESU;N52;-0.645959;;;1.824;0.17;;;
ESU;C53;-0.030723;;;1.908;0.1094;;;
ESU;H31;0.059798;;;1.387;0.0157;;;
ESU;H32;0.059798;;;1.387;0.0157;;;
ESU;H33;0.059798;;;1.387;0.0157;;;
ESU;H52;0.38171;;;0.6;0.0157;;;
ESU;H11;0.094215;;;1.387;0.0157;;;
ESU;H12;0.094215;;;1.387;0.0157;;;
ESU;H3;0.22905;;;0.6;0.0157;;;
HCU;P;1.087832;;;2.1;0.2;;;
HCU;O1P;-0.76666;;;1.6612;0.21;;;
HCU;O2P;-0.76666;;;1.6612;0.21;;;
HCU;'O2''';-0.591348;;;1.721;0.2104;;;
HCU;'HO''2';0.410145;;;0;0;;;
HCU;N1;-0.010101;;;1.824;0.17;;;
HCU;C2;0.595568;;;1.908;0.086;;;
HCU;O2;-0.626767;;;1.6612;0.21;;;
HCU;N3;-0.45706;;;1.824;0.17;;;
HCU;C4;0.581209;;;1.908;0.086;;;
HCU;O4;-0.553473;;;1.6612;0.21;;;
HCU;C5;-0.078148;;;1.908;0.086;;;
HCU;C6;-0.254157;;;1.908;0.086;;;
HCU;H6;0.252506;;;1.409;0.015;;;
HCU;C51;0.094351;;;1.908;0.1094;;;
HCU;H51;0.04814;;;1.387;0.0157;;;
HCU;O11;-0.650696;;;1.721;0.2104;;;
HCU;H11;0.391478;;;0;0;;;
HCU;C52;0.824321;;;1.908;0.086;;;
HCU;O21;-0.769001;;;1.6612;0.21;;;
HCU;O22;-0.813316;;;1.6612;0.21;;;
HCU;H3;0.306966;;;0.6;0.0157;;;
HIA;P;1.087832;;;2.1;0.2;;;
HIA;O1P;-0.76666;;;1.6612;0.21;;;
HIA;O2P;-0.76666;;;1.6612;0.21;;;
HIA;'O2''';-0.591348;;;1.721;0.2104;;;
HIA;'HO''2';0.410145;;;0;0;;;
HIA;N9;-0.021552;;;1.824;0.17;;;
HIA;C8;0.034717;;;1.908;0.086;;;
HIA;N7;-0.537367;;;1.824;0.17;;;
HIA;C5;0.081306;;;1.908;0.086;;;
HIA;C6;0.432074;;;1.908;0.086;;;
HIA;N6;-0.325339;;;1.824;0.17;;;
HIA;H61;0.305408;;;0.6;0.0157;;;
HIA;C62;0.017204;;;1.908;0.1094;;;
HIA;H21;0.089095;;;1.387;0.0157;;;
HIA;H22;0.089095;;;1.387;0.0157;;;
HIA;C63;-0.338976;;;1.908;0.086;;;
HIA;H63;0.144484;;;1.459;0.015;;;
HIA;C64;0.119208;;;1.908;0.086;;;
HIA;C41;-0.227233;;;1.908;0.1094;;;
HIA;H41;0.07396;;;1.487;0.0157;;;
HIA;H42;0.07396;;;1.487;0.0157;;;
HIA;H43;0.07396;;;1.487;0.0157;;;
HIA;C65;0.234881;;;1.908;0.1094;;;
HIA;H51;0.001073;;;1.387;0.0157;;;
HIA;H52;0.001073;;;1.387;0.0157;;;
HIA;O67;-0.636826;;;1.721;0.2104;;;
HIA;H67;0.410655;;;0;0;;;
HIA;N1;-0.807619;;;1.824;0.17;;;
HIA;C2;0.683662;;;1.908;0.086;;;
HIA;N3;-0.785727;;;1.824;0.17;;;
HIA;C4;0.476534;;;1.908;0.086;;;
HIA;H2;0.032352;;;1.359;0.015;;;
HIA;H8;0.187759;;;1.359;0.015;;;
HMC;P;1.087832;;;2.1;0.2;;;
HMC;O1P;-0.76666;;;1.6612;0.21;;;
HMC;O2P;-0.76666;;;1.6612;0.21;;;
HMC;'O2''';-0.591348;;;1.721;0.2104;;;
HMC;'HO''2';0.410145;;;0;0;;;
HMC;N1;-0.07421;;;1.824;0.17;;;
HMC;C2;0.763079;;;1.908;0.086;;;
HMC;O2;-0.623724;;;1.6612;0.21;;;
HMC;N3;-0.683284;;;1.824;0.17;;;
HMC;C4;0.555112;;;1.908;0.086;;;
HMC;N4;-0.849048;;;1.824;0.17;;;
HMC;H41;0.390248;;;0.6;0.0157;;;
HMC;H42;0.390248;;;0.6;0.0157;;;
HMC;C5;-0.089345;;;1.908;0.086;;;
HMC;C6;-0.109749;;;1.908;0.086;;;
HMC;H6;0.214613;;;1.409;0.015;;;
HMC;C51;0.181059;;;1.908;0.1094;;;
HMC;H11;0.023768;;;1.387;0.0157;;;
HMC;H12;0.023768;;;1.387;0.0157;;;
HMC;O52;-0.681331;;;1.721;0.2104;;;
HMC;H52;0.450616;;;0;0;;;
HNA;P;1.087832;;;2.1;0.2;;;
HNA;O1P;-0.76666;;;1.6612;0.21;;;
HNA;O2P;-0.76666;;;1.6612;0.21;;;
HNA;'O2''';-0.591348;;;1.721;0.2104;;;
HNA;'HO''2';0.410145;;;0;0;;;
HNA;N9;-0.077235;;;1.824;0.17;;;
HNA;C8;0.080372;;;1.908;0.086;;;
HNA;N7;-0.484726;;;1.824;0.17;;;
HNA;C5;-0.002145;;;1.908;0.086;;;
HNA;C6;0.530332;;;1.908;0.086;;;
HNA;N6;-0.462719;;;1.824;0.17;;;
HNA;H61;0.296088;;;0.6;0.0157;;;
HNA;C62;0.668696;;;1.908;0.086;;;
HNA;N63;-0.33279;;;1.824;0.17;;;
HNA;H63;0.243696;;;0.6;0.0157;;;
HNA;C64;-0.019911;;;1.908;0.1094;;;
HNA;H64;0.078422;;;1.387;0.0157;;;
HNA;C65;0.211512;;;1.908;0.1094;;;
HNA;H65;0.032175;;;1.387;0.0157;;;
HNA;C67;-0.008986;;;1.908;0.1094;;;
HNA;H71;0.031505;;;1.487;0.0157;;;
HNA;H72;0.031505;;;1.487;0.0157;;;
HNA;C68;-0.060611;;;1.908;0.1094;;;
HNA;H81;-0.01198;;;1.487;0.0157;;;
HNA;H82;-0.01198;;;1.487;0.0157;;;
HNA;H83;-0.01198;;;1.487;0.0157;;;
HNA;O51;-0.729124;;;1.721;0.2104;;;
HNA;H51;0.43867;;;0;0;;;
HNA;C49;0.709521;;;1.908;0.086;;;
HNA;O91;-0.712521;;;1.6612;0.21;;;
HNA;O92;-0.760761;;;1.6612;0.21;;;
HNA;O62;-0.625665;;;1.6612;0.21;;;
HNA;N1;-0.735249;;;1.824;0.17;;;
HNA;C2;0.565464;;;1.908;0.086;;;
HNA;N3;-0.752554;;;1.824;0.17;;;
HNA;C4;0.532657;;;1.908;0.086;;;
HNA;H2;0.048333;;;1.359;0.015;;;
HNA;H8;0.183809;;;1.359;0.015;;;
HWG;P;1.087832;;;2.1;0.2;;;
HWG;O1P;-0.76666;;;1.6612;0.21;;;
HWG;O2P;-0.76666;;;1.6612;0.21;;;
HWG;'O2''';-0.591348;;;1.721;0.2104;;;
HWG;'HO''2';0.410145;;;0;0;;;
